"","borough","neighborhood","building_class_category","tax_class_at_present","block","lot","building_class_at_present","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date"
"168","bronx","Baychester","02 Two Family Dwellings","1",5653,221,"B1","2567 Flint Avenue",NA,10475,2,0,2,2625,2008,1963,"1","B1",790000,2023-12-14
"169","bronx","Baychester","02 Two Family Dwellings","1",5654,260,"B1","2516 Hollers Avenue",NA,10475,2,0,2,2800,2616,1925,"1","B1",3e+05,2023-08-09
"170","bronx","Baychester","02 Two Family Dwellings","1",5655,5,"B1","3510 Mc Owen Avenue",NA,10475,2,0,2,2700,1776,1965,"1","B1",735000,2023-08-24
"171","bronx","Baychester","02 Two Family Dwellings","1",5655,20,"B2","3548 Mc Owen Avenue",NA,10475,2,0,2,3000,2100,2021,"1","B2",999000,2023-08-01
"172","bronx","Baychester","02 Two Family Dwellings","1",5655,21,"B1","3552 Mc Owen Avenue",NA,10475,2,0,2,3000,2100,2021,"1","B1",999900,2023-06-28
"173","bronx","Baychester","03 Three Family Dwellings","1",4716,128,"C0","3639 Eastchester Road",NA,10469,3,0,3,3411,4780,1980,"1","C0",175422,2023-02-21
"174","bronx","Baychester","03 Three Family Dwellings","1",4719,19,"C0","1430 Needham Ave",NA,10469,3,0,3,2375,1640,1930,"1","C0",5e+05,2023-03-21
"175","bronx","Baychester","03 Three Family Dwellings","1",4726,28,"C0","3530 Eastchester Road",NA,10469,3,0,3,2384,4050,1988,"1","C0",9e+05,2023-11-20
"176","bronx","Baychester","03 Three Family Dwellings","1",4736,32,"C0","3311 Seymour Avenue",NA,10469,3,0,3,2500,2440,1920,"1","C0",837400,2023-09-28
"177","bronx","Baychester","03 Three Family Dwellings","1",4797,52,"C0","2924 Grace Avenue",NA,10469,3,0,3,2947,2924,2000,"1","C0",980000,2023-04-25
"178","bronx","Baychester","03 Three Family Dwellings","1",4884,32,"C0","3421 Ely Avenue",NA,10469,3,0,3,2874,3100,1960,"1","C0",773000,2023-11-29
"179","bronx","Baychester","03 Three Family Dwellings","1",4886,51,"C0","3422 Grace Avenue",NA,10469,3,0,3,2375,2590,1925,"1","C0",670000,2023-05-23
"180","bronx","Baychester","03 Three Family Dwellings","1",4888,8,"C0","1317 East 222nd Street",NA,10469,3,0,3,2800,2800,1965,"1","C0",814000,2023-03-03
"181","bronx","Baychester","03 Three Family Dwellings","1",4897,172,"C0","1248 East 223 Street",NA,10466,3,0,3,2500,2390,2007,"1","C0",925000,2023-04-14
"182","bronx","Baychester","03 Three Family Dwellings","1",4922,75,"C0","3627 Marolla Place",NA,10466,3,0,3,2963,2800,1965,"1","C0",772500,2023-12-11
"183","bronx","Baychester","03 Three Family Dwellings","1",4934,46,"C0","1190 East 233 Street",NA,10466,3,0,3,2520,2280,1967,"1","C0",920000,2023-05-19
"184","bronx","Baychester","03 Three Family Dwellings","1",4940,64,"C0","3886 Amundson Ave",NA,10466,3,0,3,2633,2940,1964,"1","C0",750000,2023-08-03
"185","bronx","Baychester","03 Three Family Dwellings","1",5227,21,"C0","3319 Palmer Avenue",NA,10475,3,0,3,4000,4000,1925,"1","C0",975000,2023-10-17
"186","bronx","Baychester","03 Three Family Dwellings","1",5263,241,"C0","3400 Wright Avenue",NA,10475,3,0,3,2981,3300,2000,"1","C0",9e+05,2023-10-04
"187","bronx","Baychester","07 Rentals - Walkup Apartments","2A",4711,25,"C3","1308 Oakley Street",NA,10469,4,0,4,3325,3630,1910,"2","C3",875000,2023-05-25
"188","bronx","Baychester","07 Rentals - Walkup Apartments","2",4947,45,"C7","3805 Dyre Avenue",NA,10466,12,3,15,5250,12150,1931,"2","C7",1750000,2023-06-08
"189","bronx","Baychester","22 Store Buildings","4",4728,31,"K1","3565 Boston Road",NA,10469,0,3,3,7695,3700,1989,"4","K1",1350000,2023-03-01
"190","bronx","Baychester","22 Store Buildings","4",4728,35,"K1","3563 Boston Road",NA,10469,0,3,3,9740,3700,1989,"4","K1",1350000,2023-03-01
"191","bronx","Baychester","22 Store Buildings","4",4730,2,"K1","1300 East 222 Street",NA,10469,0,2,2,3618,3370,1930,"4","K1",975000,2023-03-27
"192","bronx","Baychester","22 Store Buildings","4",4734,6,"K1","3384-3398 Boston Road",NA,10469,0,4,4,12705,11235,1938,"4","K1",2950000,2023-05-16
"193","bronx","Baychester","22 Store Buildings","4",4766,37,"K1","3000 Eastchester Road",NA,10469,0,1,1,4843,4610,1950,"4","K1",2750000,2023-02-28
"194","bronx","Baychester","27 Factories","4",4972,26,"F5","3960 Merritt Avenue",NA,10466,0,1,1,29000,20000,1959,"4","F5",9250000,2023-03-29
"195","bronx","Baychester","29 Commercial Garages","4",4729,39,"G2","3578 Boston Road",NA,10469,0,1,1,2056,1357,1930,"4","G2",592500,2023-02-16
"196","bronx","Baychester","29 Commercial Garages","4",5263,18,"G2","3890 Boston Road",NA,10475,0,1,1,1500,2250,1931,"4","G2",4e+05,2023-10-31
"197","bronx","Baychester","29 Commercial Garages","4",5275,2,"GU","4064 Boston Road",NA,10475,0,1,1,9175,1870,1920,"4","GU",2527731,2024-01-05
"198","bronx","Baychester","30 Warehouses","4",4758,25,"E1","3213 Edson Avenue",NA,10469,0,2,2,11970,1357,1949,"4","E1",1700000,2024-01-19
"199","bronx","Baychester","30 Warehouses","4",4972,37,"E1","3966 Merritt Avenue",NA,10466,0,1,1,5200,4860,1982,"4","E1",9250000,2023-03-29
"200","bronx","Baychester","33 Educational Facilities","4",4760,1,"W9","1420 Burke Avenue",NA,10469,0,1,1,2745,3036,1940,"4","W9",1240000,2023-09-14
"201","bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3278,75,"A1","2776 Decatur Avenue",NA,10458,1,0,1,1738,1668,1920,"1","A1",515000,2023-05-26
"202","bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3283,133,"A1","2774 Marion Avenue",NA,10458,1,0,1,1700,1291,1930,"1","A1",358000,2023-04-21
"203","bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3284,45,"A1","2845 Decatur Avenue",NA,10458,1,0,1,1317,1838,1920,"1","A1",250000,2023-06-29
"204","bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3287,22,"A1","2646 Bainbridge Avenue",NA,10458,1,0,1,2135,2100,1910,"1","A1",480000,2023-06-29
"205","bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3294,14,"A1","2662 Briggs Avenue",NA,10458,1,0,1,1659,1411,1915,"1","A1",239000,2023-12-07
"206","bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3294,15,"A1","2664 Briggs Avenue",NA,10458,1,0,1,1659,1411,1915,"1","A1",6e+05,2023-12-18
"207","bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3299,6,"A1","3010 Bainbridge Avenue",NA,10458,1,0,1,4233,4537,1901,"1","A1",810000,2023-12-19
"208","bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3310,19,"A1","3082 Villa Ave",NA,10468,1,0,1,2264,1566,1910,"1","A1",4350000,2023-04-18
"209","bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3337,8,"A1","3300 Steuben Avenue",NA,10467,1,0,1,2500,1774,1930,"1","A1",687500,2023-10-25
"210","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3277,7,"B2","2636 Decatur Avenue",NA,10458,2,0,2,2508,3348,1915,"1","B2",950000,2023-06-13
"211","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3288,7,"B2","321 East 196th Street",NA,10458,2,0,2,3401,1810,1915,"1","B2",885000,2023-10-04
"212","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3288,21,"B2","2760 Bainbridge Avenue",NA,10458,2,0,2,2250,1758,1910,"1","B2",237500,2023-03-31
"213","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3288,21,"B2","2760 Bainbridge Avenue",NA,10458,2,0,2,2250,1758,1910,"1","B2",845000,2024-01-17
"214","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3289,29,"B3","332 East 198th Street",NA,10458,2,0,2,2692,2060,1910,"1","B3",825000,2023-02-08
"215","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3294,62,"B2","2677 Bainbridge Avenue",NA,10458,2,0,2,2042,2640,1915,"1","B2",60000,2023-05-03
"216","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3296,7,"S2","269 East 198th Street",NA,10458,2,1,3,2143,3465,1931,"1","S2",1120000,2023-03-13
"217","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3298,13,"B2","2960 Briggs Avenue",NA,10458,2,0,2,2475,2080,1901,"1","B2",610000,2023-10-23
"218","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3306,35,"B9","2981 Valentine Avenue",NA,10458,2,0,2,1898,2157,1901,"1","B9",490000,2023-08-22
"219","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3308,64,"B1","282 East 203 Street",NA,10458,2,0,2,2533,1856,1930,"1","B1",695000,2023-03-20
"220","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3310,20,"B3","3084 Villa Ave",NA,10468,2,0,2,4367,1500,1910,"1","B3",4350000,2023-04-18
"221","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3313,55,"B3","195 East 206th Street",NA,10458,2,0,2,2625,1821,1910,"1","B3",825000,2023-03-06
"222","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3318,80,"B2","2778 Morris Avenue",NA,10468,2,0,2,2381,2902,1910,"1","B2",535000,2023-12-06
"223","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3318,89,"B2","2798 Morris Avenue",NA,10468,2,0,2,2381,3048,1901,"1","B2",920000,2023-11-02
"224","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3318,155,"B2","2731 Creston Avenue",NA,10468,2,0,2,2506,1808,1910,"1","B2",820000,2023-10-23
"225","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3338,16,"B2","3314 Rochambeau Avenue",NA,10467,2,0,2,3000,2456,1930,"1","B2",75000,2023-05-09
"226","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3343,123,"B2","3283 Perry Avenue",NA,10467,2,0,2,3160,3666,1925,"1","B2",780000,2024-01-18
"227","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3343,163,"B2","290 Reservoir Place",NA,10467,2,0,2,2850,3324,1899,"1","B2",825000,2023-07-21
"228","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3343,165,"B2","284 Reservoir Place",NA,10467,2,0,2,2200,2264,1910,"1","B2",273780,2023-02-24
"229","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3343,167,"B2","280 Reservoir Place",NA,10467,2,0,2,2258,2808,1910,"1","B2",720000,2023-05-17
"230","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3345,37,"B2","3137 Hull Avenue",NA,10467,2,0,2,2500,2765,1915,"1","B2",369000,2023-02-10
"231","bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3351,29,"B2","3288 Hull Avenue",NA,10467,2,0,2,2500,2334,1901,"1","B2",779000,2023-09-20
"232","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3282,22,"C0","2668 Marion Avenue",NA,10458,3,0,3,8013,2370,1920,"1","C0",550000,2023-10-17
"233","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3282,35,"C0","354 East 195 Street",NA,10458,3,0,3,3842,4095,1930,"1","C0",70000,2023-08-15
"234","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3282,61,"C0","365 East 194 Street",NA,10458,3,0,3,1784,3150,2006,"1","C0",965000,2023-03-10
"235","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3285,45,"C0","2973 Decatur Avenue",NA,10458,3,0,3,4116,3244,1899,"1","C0",9e+05,2023-11-30
"236","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3288,29,"C0","324 East 197",NA,10458,3,0,3,2900,3474,1901,"1","C0",680000,2023-09-28
"237","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3289,35,"C0","2795 Marion Avenue",NA,10458,3,0,3,2504,2984,1910,"1","C0",860000,2023-11-15
"238","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3296,61,"C0","N/A Bainbridge Avenue",NA,10458,3,0,3,3740,4842,2021,"1","C0",5e+05,2023-10-30
"239","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3305,54,"C0","2889 Valentine Avenue",NA,10458,3,0,3,3325,4815,1930,"1","C0",305000,2023-08-21
"240","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3311,117,"C0","190 East 205 Street",NA,10458,3,0,3,2859,2695,1910,"1","C0",910000,2023-02-23
"241","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3335,153,"C0","268 Van Cortlandt Ave E",NA,10467,3,0,3,3771,4062,1935,"1","C0",1075000,2023-07-11
"242","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3345,58,"C0","3150 Perry Avenue",NA,10467,3,0,3,2000,2248,1901,"1","C0",640000,2023-06-15
"243","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3348,53,"C0","3357 Hull Avenue",NA,10467,3,0,3,2500,2840,1910,"1","C0",550000,2023-06-30
"244","bronx","Bedford Park/Norwood","03 Three Family Dwellings","1",3355,48,"C0","3257 Parkside Place",NA,10467,3,0,3,4500,4704,1920,"1","C0",8e+05,2023-05-15
"245","bronx","Bedford Park/Norwood","07 Rentals - Walkup Apartments","2",3277,1,"C1","2627 Webster Ave",NA,10458,16,0,16,3130,11935,1910,"2","C1",1800000,2023-05-10
"246","bronx","Bedford Park/Norwood","07 Rentals - Walkup Apartments","2",3305,42,"C1","2909 Valentine Avenue",NA,10458,35,0,35,7580,34425,1920,"2","C1",3410000,2023-02-14
"247","bronx","Bedford Park/Norwood","07 Rentals - Walkup Apartments","2A",3311,34,"C2","3176 Villa Avenue",NA,10468,6,0,6,2500,4560,1927,"2","C2",701233,2023-03-09
"248","bronx","Bedford Park/Norwood","07 Rentals - Walkup Apartments","2",3324,29,"C1","3405 Gates",NA,10467,32,0,32,6228,34400,1924,"2","C1",2650000,2023-12-28
"249","bronx","Bedford Park/Norwood","07 Rentals - Walkup Apartments","2B",3348,166,"C1","3335 Hull Avenue",NA,10467,8,0,8,2600,6764,2005,"2","C1",4400000,2023-08-08
"250","bronx","Bedford Park/Norwood","07 Rentals - Walkup Apartments","2B",3348,167,"C1","3333 Hull Avenue",NA,10467,8,0,8,2570,6836,2005,"2","C1",4400000,2023-08-08
"251","bronx","Bedford Park/Norwood","07 Rentals - Walkup Apartments","2B",3348,168,"C1","3331 Hull Avenue",NA,10467,8,0,8,2606,6768,2005,"2","C1",4400000,2023-08-08
"252","bronx","Bedford Park/Norwood","22 Store Buildings","4",3345,7,"K4","305 East 204 Street",NA,10467,0,2,2,5192,3000,1925,"4","K4",1e+06,2023-06-06
"253","bronx","Bedford Park/Norwood","29 Commercial Garages","4",3323,50,"G9","3230 Jerome Avenue",NA,10468,0,2,2,17366,34733,1928,"4","G9",4e+06,2023-06-15
"254","bronx","Bedford Park/Norwood","29 Commercial Garages","4",3356,196,"G2","3551 Webster Avenue",NA,10467,0,1,1,3663,5300,1925,"4","G2",1675000,2023-10-12
"255","bronx","Bedford Park/Norwood","30 Warehouses","4",3278,77,"E9","388 East 198 Street",NA,10458,0,1,1,5021,2350,1931,"4","E9",1300000,2024-01-16
"256","bronx","Bedford Park/Norwood","32 Hospital And Health Facilities","4",3356,200,"I3","3547 Webster Avenue",NA,10467,0,1,1,15000,30000,1927,"4","I3",19720267,2023-02-10
"257","bronx","Belmont","01 One Family Dwellings","1",3071,10,"S0","2278 Arthur Avenue",NA,10457,1,2,3,3809,2400,1931,"1","S0",1850000,2023-07-27
"258","bronx","Belmont","02 Two Family Dwellings","1",3054,64,"B2","2394 Lorillard Place",NA,10458,2,0,2,1650,1024,1901,"1","B2",715000,2023-10-20
"259","bronx","Belmont","02 Two Family Dwellings","1",3071,3,"B2","607 East 182nd Street",NA,10457,2,0,2,2125,1632,1901,"1","B2",585000,2023-11-01
"260","bronx","Belmont","02 Two Family Dwellings","1",3071,8,"S2","2276 Arthur Avenue",NA,10457,2,1,3,3421,4560,1931,"1","S2",1850000,2023-07-27
"261","bronx","Belmont","02 Two Family Dwellings","1",3075,23,"B1","2413 Cambreleng Avenue",NA,10458,2,0,2,2500,2590,1910,"1","B1",650000,2023-03-15
"262","bronx","Belmont","02 Two Family Dwellings","1",3086,40,"B2","2221 Belmont Avenue",NA,10457,2,0,2,2500,1650,1925,"1","B2",582000,2023-09-29
"263","bronx","Belmont","02 Two Family Dwellings","1",3086,43,"B2","2213 Belmont Avenue",NA,10457,2,0,2,2500,1392,1925,"1","B2",378000,2023-09-29
"264","bronx","Belmont","02 Two Family Dwellings","1",3087,42,"B1","2278 Hughes Avenue",NA,10458,2,0,2,834,1440,1905,"1","B1",499900,2024-01-19
"265","bronx","Belmont","02 Two Family Dwellings","1",3089,14,"B2","2322 Cambreleng Ave",NA,10458,2,0,2,2500,2402,1930,"1","B2",715000,2023-11-21
"266","bronx","Belmont","02 Two Family Dwellings","1",3090,10,"B2","2422 Cambreleng Avenue",NA,10458,2,0,2,1320,1120,1920,"1","B2",475000,2024-01-17
"267","bronx","Belmont","02 Two Family Dwellings","1",3101,1,"S2","2260 Beaumont Avenue",NA,10457,2,1,3,1694,2235,1970,"1","S2",849000,2023-04-03
"268","bronx","Belmont","02 Two Family Dwellings","1",3104,50,"B1","2427 Prospect Avenue",NA,10458,2,0,2,1765,2208,1910,"1","B1",855000,2023-05-31
"269","bronx","Belmont","02 Two Family Dwellings","1",3104,60,"S2","743 East 187 Street",NA,10458,2,1,3,2500,2940,1901,"1","S2",1500000,2024-01-05
"270","bronx","Belmont","02 Two Family Dwellings","1",3104,82,"B1","2425 Prospect Avenue",NA,10458,2,0,2,1765,2208,1901,"1","B1",999000,2023-05-31
"271","bronx","Belmont","02 Two Family Dwellings","1",3112,37,"B1","788 Garden Street",NA,10460,2,0,2,1650,1760,1901,"1","B1",7e+05,2023-11-13
"272","bronx","Belmont","02 Two Family Dwellings","1",3113,3,"B2","779 Grote St",NA,10460,2,0,2,3125,2940,1925,"1","B2",1150000,2023-10-11
"273","bronx","Belmont","03 Three Family Dwellings","1",3057,40,"C0","523 East 187th Street",NA,10458,3,0,3,2500,3940,1904,"1","C0",1500000,2023-02-22
"274","bronx","Belmont","03 Three Family Dwellings","1",3087,1,"C0","2302 Hughes Avenue",NA,10458,3,0,3,5000,1485,1931,"1","C0",1425000,2024-01-09
"275","bronx","Belmont","03 Three Family Dwellings","1",3099,117,"C0","704 Garden Street",NA,10457,3,0,3,2039,2820,1997,"1","C0",850000,2023-02-17
"276","bronx","Belmont","03 Three Family Dwellings","1",3099,119,"C0","708 Garden Street",NA,10457,3,0,3,2000,2820,1997,"1","C0",910000,2023-08-18
"277","bronx","Belmont","03 Three Family Dwellings","1",3101,31,"C0","742 East 183 Street",NA,10458,3,0,3,2375,1908,1901,"1","C0",785000,2024-01-10
"278","bronx","Belmont","03 Three Family Dwellings","1",3113,4,"C0","777 Grote Street",NA,10460,3,0,3,3125,2940,1925,"1","C0",1150000,2023-11-28
"279","bronx","Belmont","06 Tax Class 1 - Other","2",3114,41,"D1","773 East 183 Street",NA,10460,28,0,28,4142,20411,2023,"1","Z0",1210000,2023-10-10
"280","bronx","Belmont","07 Rentals - Walkup Apartments","2",3067,22,"C1","2509 Hoffman Street",NA,10458,26,0,26,4026,17812,1911,"2","C1",7400000,2023-02-14
"281","bronx","Belmont","07 Rentals - Walkup Apartments","2",3067,23,"C1","2505 Hoffman Street",NA,10458,25,0,25,4026,17812,1911,"2","C1",7400000,2023-02-14
"282","bronx","Belmont","07 Rentals - Walkup Apartments","2",3074,22,"C7","622 East 187th Street",NA,10458,24,2,26,5000,22500,1931,"2","C7",4275000,2023-05-25
"283","bronx","Belmont","07 Rentals - Walkup Apartments","2B",3088,35,"C1","2325 Cambreleng Avenue",NA,10458,8,0,8,2500,8000,1907,"2","C1",1010000,2023-03-17
"284","bronx","Belmont","07 Rentals - Walkup Apartments","2",3103,36,"C1","2357 Crotona Avenue",NA,10458,21,0,21,4000,17000,1915,"2","C1",5828454,2023-04-06
"285","bronx","Belmont","07 Rentals - Walkup Apartments","2",3103,38,"C1","2353 Crotona Avenue",NA,10458,21,0,21,4000,17000,1915,"2","C1",5828454,2023-04-06
"286","bronx","Belmont","07 Rentals - Walkup Apartments","2",3113,1,"C1","783 Grote Street",NA,10460,11,0,11,6250,11837,1924,"2","C1",1900000,2023-10-30
"287","bronx","Belmont","08 Rentals - Elevator Apartments","2",3076,11,"D7","2423-31 Belmont Avenue",NA,10458,43,1,44,13781,47037,1912,"2","D7",28004268,2023-06-28
"288","bronx","Belmont","08 Rentals - Elevator Apartments","2",3076,39,"D7","2476 Hughes Avenue",NA,10458,68,2,70,17500,58000,1913,"2","D7",28004268,2023-06-28
"289","bronx","Belmont","08 Rentals - Elevator Apartments","2",3104,1,"D1","2404-16 Crotona Avenue",NA,10458,74,0,74,15000,55500,1912,"2","D1",28004268,2023-06-28
"290","bronx","Belmont","14 Rentals - 4-10 Unit","2A",3102,24,"S3","2358 Crotona Avenue",NA,10458,3,1,4,4500,3900,1931,"2","S3",1097000,2023-06-16
"291","bronx","Bronx Park","07 Rentals - Walkup Apartments","2",3357,1,"C7","405 East 204 Street",NA,10467,19,1,20,3300,17000,1911,"2","C7",4700000,2023-06-06
"292","bronx","Bronx Park","07 Rentals - Walkup Apartments","2",3357,252,"C1","409 East 204 Street",NA,10467,12,0,12,3022,12580,1911,"2","C1",4700000,2023-06-06
"293","bronx","Bronxdale","01 One Family Dwellings","1",4510,45,"A1","2739 Holland Avenue",NA,10467,1,0,1,2500,1524,1925,"1","A1",510000,2023-05-12
"294","bronx","Bronxdale","01 One Family Dwellings","1",4519,23,"A1","2760 Hone Avenue",NA,10469,1,0,1,2500,1332,1925,"1","A1",440000,2023-04-12
"295","bronx","Bronxdale","01 One Family Dwellings","1",4520,1,"S1","1075 Allerton Avenue",NA,10469,1,1,2,2502,2500,1950,"1","S1",370000,2023-12-05
"296","bronx","Bronxdale","01 One Family Dwellings","1",4524,11,"A5","2728 Tenbroeck Ave",NA,10469,1,0,1,2042,1390,1925,"1","A5",560000,2023-02-24
